trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
557,False,"{'a': 0.9, 'e': 0.0037051294913969897}",25,14,18.96615151114345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 0.00366807819648302}",30,20,17.591370150498832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.9, 'e': 0.0036313974145181895}",20,8,22.93455478131023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.003595083440373008}",25,19,8.963196183879859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.003559132605969278}",25,17,12.77903218335907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 0.003523541279909585}",25,10,26.834588207393686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 0.003488305867110489}",25,17,13.969514456828236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.9, 'e': 0.003453422808439384}",25,18,13.620326911754422,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.0034188885803549903}",25,16,18.984763448683772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.0033846996945514404}",25,13,24.221826691076394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 0.003350852697605926}",25,11,27.590658534520884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.0033173441706298664}",25,18,13.78491723973312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 0.0032841707289235677}",20,16,8.20655612329668,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 0.003251329021634332}",25,7,29.231006520762588,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 0.0032188157314179885}",20,12,14.757378081246166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.003186627574103809}",20,13,12.555735647483075,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 0.0031547612983627705}",20,16,8.053972647659833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.003123213685379143}",35,23,24.162219214572737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.0030919815485253516}",20,6,29.03185273238004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.003061061733040098}",30,16,26.2727628260132,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.003030451115709697}",20,14,13.05070416131079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.0030001466045526}",20,13,12.092286185918699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 0.002970145138507074}",25,15,18.590970795914437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.002940443687122003}",35,22,24.344771339902728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.002911039250250783}",30,19,22.28750380615364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.0028819288577482754}",30,18,24.66238296109477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.9, 'e': 0.0028531095691707925}",20,10,21.437176787809076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.9, 'e': 0.0028245784734790844}",25,14,22.815555237982565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.9, 'e': 0.0027963326887442937}",25,17,16.955570857716687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.9, 'e': 0.0027683693618568506}",20,13,12.424719742614348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.002740685668238282}",25,11,28.389914633547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.9, 'e': 0.0027132788115558993}",25,11,26.115786197556456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 0.0026861460234403403}",20,12,15.67062064530409,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.002659284563205937}",25,12,28.89713510871936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.0026326917175738774}",25,0,42.08204114709323,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 0.0026063648003981387}",20,13,13.251230223201494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.9, 'e': 0.0025803011523941573}",20,11,17.739478578247425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 0.0025544981408702158}",25,20,11.289286662421425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.9, 'e': 0.0025289531594615135}",25,11,25.443860111025806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.9, 'e': 0.0025036636278668984}",20,12,14.36001053861586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.9, 'e': 0.0024786269915882293}",25,11,25.88907049313512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.002453840721672347}",35,14,40.53011934795247,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.0024293023144556234}",30,18,23.605414751737445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 0.0024050092913110673}",20,8,17.092617904591766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.9, 'e': 0.0023809591983979567}",25,15,19.24856283245868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.9, 'e': 0.002357149606413977}",20,15,10.282528479810896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.002333578110349837}",30,18,22.13409418876606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 0.0023102423292463386}",20,8,22.18473499631858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 0.0022871399059538754}",20,5,3.0555339883788966,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
606,False,"{'a': 0.9, 'e': 0.0022642685068943367}",20,7,24.328472692902615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.9, 'e': 0.002241625821825393}",20,6,20.73233019014804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.0022192095636071395}",20,11,19.1275242727866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 0.002197017467971068}",30,10,34.03933228468853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.9, 'e': 0.002175047293291357}",20,6,24.229931643000796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.002153296820358444}",20,16,6.322029206490354,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.9, 'e': 0.0021317638521548593}",35,21,25.748607603195754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.9, 'e': 0.0021104462136333105}",20,8,24.323566106016642,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.9, 'e': 0.0020893417514969773}",20,9,19.848331729063048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.0020684483339820075}",25,20,12.5928300966043,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 0.0020477638506421875}",30,16,25.256977647740214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.0020272862121357657}",25,16,18.97584424170488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.002007013350014408}",30,17,20.662599216237744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.0019869432165142637}",20,8,21.913059897678192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.001967073784349121}",25,18,14.121486279222568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.00194740304650563}",25,16,19.40610762670218,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.0019279290160405737}",20,10,21.598632479096008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 0.001908649725880168}",20,10,16.46877570898438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.9, 'e': 0.0018895632286213661}",25,13,23.818556359524504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.9, 'e': 0.0018706675963351526}",20,13,12.892076622470839,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.9, 'e': 0.001851960920371801}",20,15,10.483602484720453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.9, 'e': 0.001833441311168083}",20,10,20.383977051138974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.9, 'e': 0.0018151068980564022}",25,15,21.151491982508972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 0.001796955829075838}",25,16,17.347157449046296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.9, 'e': 0.0017789862707850797}",20,8,22.37482143815319,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.9, 'e': 0.001761196408077229}",30,16,25.208252316651343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.9, 'e': 0.0017435844439964566}",20,11,3.4261148688185523,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.9, 'e': 0.001726148599556492}",25,16,17.897094191966403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.9, 'e': 0.001708887113560927}",30,8,42.78090114073143,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.9, 'e': 0.0016917982424253177}",25,11,27.150689399767074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 0.0016748802600010646}",20,14,11.434918739976844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.9, 'e': 0.0016581314574010539}",35,21,27.4302733688641,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.9, 'e': 0.0016415501428270432}",25,17,15.72903625924747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.9, 'e': 0.001625134641398773}",20,6,23.423317259747108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.9, 'e': 0.001608883294984785}",30,16,24.59984686279594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.9, 'e': 0.0015927944620349372}",20,13,13.704956274641063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.9, 'e': 0.0015768665174145879}",20,8,23.529275091525513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.9, 'e': 0.001561097852240442}",20,15,7.519658401679651,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.9, 'e': 0.0015454868737180376}",30,12,35.788182950663106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.9, 'e': 0.0015300320049808573}",30,20,20.921813894587242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.9, 'e': 0.0015147316849310486}",35,25,22.293768507741895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.001499584368081738}",25,15,18.53759763766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.9, 'e': 0.0014845885244009207}",25,17,17.25887930208661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.9, 'e': 0.0014697426391569114}",25,18,11.51137376328151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.9, 'e': 0.0014550452127653423}",25,18,13.310786001272321,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.9, 'e': 0.001440494760637689}",25,17,15.034095017201153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.001426089813031312}",30,19,23.07776414814302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.9, 'e': 0.0014118289149009989}",20,8,18.56396478149431,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.9, 'e': 0.0013977106257519888}",20,13,14.773398204415948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.9, 'e': 0.001383733519494469}",30,15,30.278872037376587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.9, 'e': 0.0013698961842995242}",30,19,19.690125341944448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.9, 'e': 0.001356197222456529}",20,11,18.933587312509328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.9, 'e': 0.0013426352502319636}",25,13,20.151290111886585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.9, 'e': 0.001329208897729644}",30,20,17.191228713329693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.0013159168087523475}",25,18,14.008453834140179,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.9, 'e': 0.0013027576406648242}",25,15,21.109477902793717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.9, 'e': 0.0012897300642581758}",20,13,13.174892889602994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.9, 'e': 0.001276832763615594}",20,8,25.016017494105963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.9, 'e': 0.0012640644359794382}",20,13,15.221884550699357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.9, 'e': 0.0012514237916196437}",20,16,9.331442200247032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.9, 'e': 0.0012389095537034473}",20,13,12.56677018758437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.9, 'e': 0.0012265204581664128}",20,8,19.381987261294537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.9, 'e': 0.0012142552535847487}",20,9,20.92624809315263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.0012021127010489012}",30,16,27.030660079924896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.9, 'e': 0.0011900915740384122}",20,8,26.65369057291408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.9, 'e': 0.001178190658298028}",20,2,31.648244453768566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.9, 'e': 0.0011664087517150477}",30,21,16.54593297916093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.9, 'e': 0.0011547446641978973}",20,13,15.396299190462834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.0011431972175559183}",25,6,30.792055933449493,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.9, 'e': 0.0011317652453803591}",30,20,19.285049431303392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.9, 'e': 0.0011204475929265554}",20,10,16.516712053527883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.9, 'e': 0.0011092431169972899}",20,9,20.67068672650943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.9, 'e': 0.001098150685827317}",20,8,23.62547025627921,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.9, 'e': 0.0010871691789690438}",30,14,31.971745538060127,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.9, 'e': 0.0010762974871793534}",35,14,34.22314096503188,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.9, 'e': 0.0010655345123075598}",25,13,19.952982575072973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.0010548791671844842}",25,17,16.38005925007271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.9, 'e': 0.0010443303755126394}",20,11,17.430064314602145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.9, 'e': 0.001033887071757513}",25,8,34.21737876311178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.9, 'e': 0.0010235482010399377}",20,0,29.49085408909491,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.9, 'e': 0.0010133127190295385}",30,6,38.49230640008915,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.9, 'e': 0.001003179591839243}",30,14,26.80916308871621,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.9, 'e': 0.0009931477959208507}",30,18,24.04636084696149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.9, 'e': 0.0009832163179616421}",20,12,14.812118738499993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.9, 'e': 0.0009733841547820256}",20,11,15.979333536483889,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.9, 'e': 0.0009636503132342054}",25,10,28.949153873653415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.9, 'e': 0.0009540138101018634}",25,13,24.928673333649503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.9, 'e': 0.0009444736720008447}",20,16,9.212971222844082,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.9, 'e': 0.0009350289352808363}",25,11,28.8733145130245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.9, 'e': 0.0009256786459280278}",20,6,26.934205394711135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.9, 'e': 0.0009164218594687476}",20,16,8.303142839859182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.9, 'e': 0.0009072576408740601}",20,5,28.34144149638301,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.9, 'e': 0.0008981850644653195}",30,16,27.989546141080424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.9, 'e': 0.0008892032138206663}",30,19,23.34143171926885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.9, 'e': 0.0008803111816824596}",20,15,9.840744015020295,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.000871508069865635}",25,9,33.57973757414732,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.9, 'e': 0.0008627929891669786}",20,14,13.443798442971973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.9, 'e': 0.0008541650592753089}",20,12,12.551251898379551,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.9, 'e': 0.0008456234086825558}",20,13,12.649749374921546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.9, 'e': 0.0008371671745957302}",30,17,26.277570359821787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.9, 'e': 0.0008287955028497729}",20,13,13.666035941116188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.9, 'e': 0.0008205075478212752}",25,9,30.32904462815595,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.9, 'e': 0.0008123024723430624}",20,3,29.686798013341363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.9, 'e': 0.0008041794476196318}",20,14,10.253171613317246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.9, 'e': 0.0007961376531434354}",20,13,10.173959948638247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.9, 'e': 0.0007881762766120011}",30,20,16.84612037136754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.9, 'e': 0.000780294513845881}",20,10,19.605732938925158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.9, 'e': 0.0007724915687074222}",20,6,27.06360658865684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.9, 'e': 0.000764766653020348}",25,19,11.239234602130916,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.9, 'e': 0.0007571189864901445}",25,10,29.627720152083008,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.9, 'e': 0.000749547796625243}",20,8,21.783504958600727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.9, 'e': 0.0007420523186589907}",20,3,26.435074333373127,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.9, 'e': 0.0007346317954724008}",20,16,6.6957214698344325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
